Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,age_category,rating_category,result,classify,tipo,sentimento
1078,43,Perfect in every way!,"I loved this dress as soon as i saw it online. but the price was high, and i was nervous about taking a chance on a knit dress. would it be too clingy, too stretchy, too scratchy, too...wrong? i took a chance on it after reading other reviews, and as soon as i tried it on, i knew i had found the perfect dress for winter. it is super comfortable, and the quality of the knit is very good. the material is soft and warn. the dress looks fabulous with bright tights and high boots. in the two weeks i",5,1,1,General,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":499,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I loved this dress as"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""soon as i saw it online"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i took"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""the perfect dress for winter"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""super comfortable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the material is soft and warn"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the dress looks fabulous with bright tights"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
850,24,Great basic tank,I'm always on the hunt for good white blouses to pair with business casual attire or everyday wear. this was a great tank. i love the fabric. it's nice and sturdy and you don't have to worry about wearing a cami beneath it. this fabric does wrinkle some so bear that in mind. i really like the shape of the top near the shoulders. it's a great conservative cut. the little criss cross detail on the back adds a bit of charm to the top. i would definitely recommend this to others.,4,1,1,General Petite,Tops,Blouses,jovens,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":480,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""i love the fabric"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""it\'s nice"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""this fabric does wrinkle some so bear that in mind"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i really like the shape of the top near the shoulders"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""it\'s a great conservative cut"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""i would definitely recommend this to others"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1086,37,,"This dress is beautiful on, is thin enough to be extremely comfortable. being curvy, it feels a little more narrow than i would prefer, but i kept it anyway because it is so beautiful as well as functional.",5,1,1,General,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":206,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This dress is beautiful"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""extremely comfortable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""being"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1008,36,"Cute skirt for work, then drinks","This skirt is great for the office, but also stylish enough to wear out to drinks/dinner afterwards. i think it fits a little big - i'm usually s and i ended up with an xs.

i think the tan is a little cuter than the gray in person, so i would recommend this one.",5,1,0,General,Bottoms,Skirts,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":263,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This skirt is great for the office"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""fits a little big"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""recommend this one"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1092,25,Cute in theory,"Adorable, old school retailer; the only gripe i have is trying to get this on. the slip is similar to putting on a straight jacket. once you figure it out, then it's gorgeous. just be careful and lay it out carefully before you pull it over your head.",5,1,6,General,Dresses,Dresses,jovens,boa,"b'{""usage"":{""text_units"":1,""text_characters"":251,""features"":1},""language"":""en"",""entities"":[]}'","('NONE', 'NONE')",NONE,NONE
1025,37,Worth every penny!,"These jeans are amazing! i just got them from retailer the other day and i have worn them almost every day since! i have washed them once. the tag says to turn inside out, wash in cold, and hang dry. i was a little skeptical that they'd still be soft without the dryer/dryer sheets, but they are wonderful and do not stretch out. i will get lots of use out of them and i just wish they made them in more colors. they're very comfortable: i totally love the high rise. they're a little long but i",5,1,1,General,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":495,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""These jeans are amazing"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i have washed them once"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""very comfortable: i totally love the high rise"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
949,35,Cute sweater!,Love the color! very soft. unique look. can't wait to wear it this fall,5,1,0,General,Tops,Sweaters,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":71,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love the color"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""very soft"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""can\'t wait to wear it this fall"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1165,29,Ok suit,"I think in general it is just hard to buy a bathing suit online, but i really underestimated the v-neck of this suit. i read the reviews and noted it was not recommended for girls with larger size breast. as i'm basically an a cup, i figured i would be fine. the top portion basically has no coverage or hold. even when tied very tight, the top still opened making me feel exposed and like my entire breast would fall out of the suit. needless to say my fiancã© was not a fan of the suit either. even",3,0,11,Initmates,Intimate,Swim,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I think in general it is just hard to buy a bathing suit online"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""COMPANY"",""text"":""i read the reviews and noted"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the top portion basically has no coverage or hold"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
877,46,Fantastic sweater,"I ordered the navy/gray version in size xl. it fits me true to size, matching the online photos. the colors matched too. the fabric is so soft. it's warm while being lighter in weight. very comfortable. the collar wasn't bulky either. it's made to last. one of my retailer favorites.",5,1,0,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":283,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I ordered the navy"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the colors matched too"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric is so soft"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""very comfortable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""wasn\'t bulky either"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""it\'s made to last"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
964,33,Perfect,I love this vest. get compliments every time i wear it. it's stretchy too :). unfortunately i got ranch dressing on it and spot treated it with shout and now the spot is gone but the color faded there. so little tip don't spill on it lol. my fault though so still 5 stars!,5,1,0,General Petite,Jackets,Jackets,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":272,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love this vest"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
929,40,"Beautiful color, big sleeves","This sweater is beautiful but runs big. i got the xs (5'3"", 110lbs) and it's very roomy. i love the thickness, the color, the pockets, and even the roominess except for the sleeves. they are very long and very wide, which makes it look bulky. if sleeves were slimmer it would look like a cute intentionally oversized style- instead i look like a kid who borrowed a giant sweater. i think it would work better on a taller, slim person. but i still like it.",4,1,4,General,Tops,Sweaters,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":455,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""i love the thickness"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the pockets"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""they are very long and very wide"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""i look like a kid who borrowed a giant sweater"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'MAL')",PRODUCT,MAL
1078,37,Love,Love this dress and the color,5,1,1,General,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":29,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love this dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
828,37,Perfect white blouse,"I bought my typical size (xs) and it fits perfectly. it's loose but not overly baggy which is what i was looking for. the material seems very durable. my concern with all white tops is being too thin and see through and that was not the case with this shirt. the front comes right above my crotch and the back covers my cushion. i've only worn it once and that was with some bootcut jeans, booties, simple earrings and a statement necklace. i highly recommend it.",5,1,3,General,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":463,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I bought my typical size (xs) and it fits perfectly"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""it\'s loose"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the material seems very durable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""i highly recommend it"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
862,37,,"I've had my eye on this for awhile, glad it was still in stock.  really great deep wine color, soft.  more texture and detail than i had appreciated in the picture.  love.",5,1,0,General Petite,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":171,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I\'ve had my eye on this for awhile"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""really great deep wine color"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
1080,33,Fantastic buy!,"This is my new favorite dress! i can't tell you how flattering it is. i just had a baby a few months ago, and it's the only piece of clothing i actually feel like i look like my old, pre-baby self in! i'm on the shorter side (5'3""#, very busty #because i'm nursing# and about 118 lbs. i got a mp and it fits great. i could have gotten the small, but i feel that would have been too low cut. honestly, love the cut, the pattern, everything about it. would buy again!",5,1,0,General,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":465,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This is my new favorite dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i can\'t tell you how flattering it is"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""fits great"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1111,56,,"If it's a knock off, its of the ""poise"" dress, and a pretty good one at that. this is a beautiful dress that took my breath away the moment i saw it. when i saw such a poor rating i just had to see why. the erin fetherston dress is over $100 more and they look just about the same. i'd rather have the $ and the look!",5,1,18,General,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":317,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""this is a beautiful dress that"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""took"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'","('COMPANY', 'MAL')",COMPANY,MAL
823,48,Huge,"I'm a tunic lover so i'll usually take a chance on them. i""m 5'4'' and usu a size 8 or medium. i ordered a small instead of a usual medium since other reviewers said it runs small. this hits about mid thigh which is a good tunic length but the overall fit is oversized. it's more like a swimsuit cover up rather than a nice blouse. that's really the best way to sum it up. oversized swimsuit cover-up like top. i'm going to exchange it for an xs but i think even that's too large.",3,0,1,General,Tops,Blouses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":480,""features"":1},""language"":""en"",""entities"":[]}'","('NONE', 'NONE')",NONE,NONE
641,52,Pretty cover up,Ordered this cover up in a mp but it was waaay too big so now waiting for the sp to arrive! hope its a hit!,4,1,8,General Petite,Intimate,Lounge,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":107,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""Ordered this cover up in a mp but"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
820,55,,"Picked this up in the white, and it's adorable. i'm a 2 in maeve blouses, usually just to fit my bust. i picked it up in the 2 because that's all my store had, and it fits. it's definitely tight across the bust, but not constricting. the shirt has no give, but it's still comfy, and to be expected from 100% cotton. the peplum is very dramatic high-low, and poofs out in the back also a little dramatically but gosh that's what makes it so gorgeous! great blouse, so precious.",5,1,8,General Petite,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":476,""features"":1},""language"":""en"",""entities"":[]}'","('NONE', 'NONE')",NONE,NONE
1082,49,Casual chic dress,"I like the natural fiber of this dress- both the lining and outer layer are comfortable, breathable cotton. the dress has a casual contemporary vibe with the plaid weave and asymmetrical hem, but is surprisingly fitted in some areas. the bust of the xsp was too tight for me, and as a 34 b i don't usually have the problem of being too busty for my clothes. i normally wear an xsp in a dress that seems loose and flowy like this one, but this dress is more fitted than you might suspect from the webs",4,1,1,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""comfortable, breathable cotton"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1055,39,Looser fit and thin,"I ordered these in eptites, tey were a ltitle long still. also a tiny bit on the loose side. i am not sure i think they are worth as much as they cost, so wil lwait for hte sale. color combination was nice though,a dn the cut relatively flattering, i jsut ahve seen better out there for hte price. nice business/casual pant.",4,1,8,General Petite,Bottoms,Pants,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":324,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I ordered these in eptites"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""color combination was nice"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""nice business"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
943,43,Boxy,"I loved the design online but the sweater is bulky and boxy. i had chosen the cream with blue and now looking back at the other pictures of the beige/cream it represents it better. it made me look very wide. loved it online but it wasn't for me, returned it.",2,0,1,General,Tops,Sweaters,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":258,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I loved the design online"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""COMPANY"",""text"":""looking back at the other pictures of the beige"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""loved it online"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
862,71,Beautifully made,"I usually have a hard time with the sizing as retailer carries so many designers but this dolan top fits absolutely true to size. i am an xs and it fits perfectly, drapes exactly as shown and overall, looks exactly as pictured. the color is an off-white with gold beading and tiny white sequins on a mesh overlay which is lined so there is no show-through which i was concerned about. it is not boxy due to the fabric which is very soft and drapes nicely over your curves. there is just enough b",5,1,1,General,Tops,Knits,terceira idade,boa,"b'{""usage"":{""text_units"":1,""text_characters"":495,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""fits absolutely true to size"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""fits perfectly"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the color is an off-white with gold beading and tiny white sequins on a mesh overlay which is lined so there is no show"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""COMPANY"",""text"":""there is just enough b"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1028,53,Absolutely perfect!!!,"I got both colors as i'm not sure when a style that is so perfect for me will come around again. these are beautifully designed and very slimming. they are described as crops but i am 5'5"" tall and the length is perfect, approximately 1/2 above the heel of my shoe. no alterations required!!! usually retailer pants are extremely long for me but these citizens of humanity cords are the perfect length. the colors are just as pictured-i was surprised by another review that described the navy as",4,1,0,General,Bottoms,Jeans,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":495,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""they are described as crops"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""COMPANY"",""text"":""extremely long for me but these citizens of humanity cords are"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the perfect length"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the colors are just as pictured-i was surprised"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1104,63,,"Nice material, hits high waisted, mine was a return that was not repacked and was just balled in the bag and was so wrinkled that even if it looked good, you couldn't tell. very disappointed to have it arrive in that condition-so not typical of retailer.",3,0,5,General Petite,Dresses,Dresses,terceira idade,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":254,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Nice material"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
835,63,Love it but runs large!,"I was glad that i was able to get this shirt which is really more of a spring/summer item, but i found it wide in the body and the shoulders.",5,1,2,General Petite,Tops,Blouses,terceira idade,boa,"b'{""usage"":{""text_units"":1,""text_characters"":141,""features"":1},""language"":""en"",""entities"":[]}'","('NONE', 'NONE')",NONE,NONE
895,20,Absolutely lovely,"It fits perfectly, slim but not clingy, and it has a beautiful pattern/texture to it. its surprisingly warm for how thin it is and its a great layering piece.",5,1,0,General Petite,Tops,Fine gauge,jovens,boa,"b'{""usage"":{""text_units"":1,""text_characters"":158,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""It fits perfectly"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'NONE')",PRODUCT,NONE
850,41,Beautiful winter color,"Beautiful and very feminine look but run big. i m 5ft 105 lbs curvy , size 00 fit me well",5,1,10,General,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":89,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Beautiful and very feminine look"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1022,45,Love these,"I've never spent this much on a pair of jeans, but per another customer review that they were ""worth every penny"" i took the plunge. so glad i did. and also glad i sized down one size. be careful when you put them on - i keep putting my toe through the hole at the knee!",5,1,0,General,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":270,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I\'ve never spent this much on a pair of jeans"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""they were \\""worth every penny\\"" i took the plunge"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
866,42,Comfy and cute!,"This is way shinier in person than i expected, but i like it. there are gold threads throughout which stand out. i love shiny things so i was pleasantly surprised. i agree that you could size down if you wanted, but it looks cute roomy and loose i think. really soft. i will wear this to the park or dressed up for dinner. love the double duty aspect. i'm a little bummed about the fabric content, but that's it.",5,1,0,General Petite,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":412,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This is way shinier in person than i expected"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""there are gold threads throughout which stand out"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""i love shiny things so i was pleasantly surprised"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i agree that"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""i will wear this to the park"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""COMPANY"",""text"":""love the double duty aspect"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1084,58,,"I loved the dress, but just not dressy enough after rethinking what i needed. very easy order and return. thanks!",1,1,5,General Petite,Dresses,Dresses,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":113,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I loved the dress"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""very easy order"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
1080,56,,"This dress is so flattering, i had wanted to try it on for awhile. when it hit sale w/ additional % off i headed to my local store. the dress fits like a dream, so darn cute for summer, in cali we have a lot of summer left. this dress pairs perfectly with the gretta espadrilles. my usual size small was perfect. hurry and get this perfect dress before it sells out!",5,1,1,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":366,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This dress is so flattering"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the dress fits like a dream"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""this dress pairs perfectly"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""this perfect dress before it sells out"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
